recipe_name,recipe_CompletePicture_url,recipeProcess_pictures_url,recipe_process,recipe_stuff,recipe_stuff_count,recipe_StuffCountUnit
미숫가루 부추전,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102120_1416273680405.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/694-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/694-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/694-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/694-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/694-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/694-6.jpg']","['1. 오징어는 내장을 제거하고 깨끗하고 씻어낸다.', '2. 부추, 감자, 당근, 양파는 2cm 가량으로 곱게 채 썬다.', '3. 부침가루와 미숫가루를 3 : 1의 비율로 섞는다.', '4.  1, 2, 3에 물을 넣어 반죽하고 소금으로 간을 한다.', '5. 팬에 현미유를 두르고 3의 반죽을 둥글게 떠 넣어 노릇노릇하게 지진다.', '6. 그릇에 담아 완성한다.']","['부침가루', '미숫가루', '오징어', '부추', '감자', '당근', '양파', '현미유', '소금', '물']","['30', '10', '20', '20', '15', '5', '5', '4', '05', '60']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
애호박장떡말이밥,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102121_1416273681545.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/695-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/695-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/695-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/695-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/695-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/695-6.jpg']","['1. 양파는 갈고 애호박과 풋고추는 잘게 다진다.', '2. 물 1/2컵에 고추장을 풀고 우리밀가루를 넣어 골고루 섞는다.', '3. 1의 재료를 2에 넣어 반죽한다.', '4. 팬에 현미유를 두르고 3의 재료를 얇게 부친다.', '5. 밥에 참기름과 흑임자, 소금을 넣고 양념을 한다.', '6. 애호박장떡에 양념한 밥을 얇게 펴놓고 돌돌 말아 2~3cm 가량의 길이로 자른다.']","['밥', '애호박', '양파', '풋고추', '고추장', '우리밀가루', '물', '현미유', '흑임자', '참기름', '소금']","['100', '25', '10', '5', '15', '50', '50', '15', '1', '1', '02']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
봄나물주먹밥,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102124_1416273684105.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/696-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/696-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/696-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/696-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/696-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/696-6.jpg']","['1. 쌀은 불린 후 밥을 짓는다.', '2. 고사리는 끓는 물에 삶고, 잘게 썬 파프리카는 고사리 삶는 물에 살짝 데친다.', '3. 고사리 삶는 중간에 취나물을 넣어 함께 데친다.', '4. 고사리와 취나물은 잘게 썬다 .', '5. 파프리카, 고사리, 취나물에 참기름, 마늘, 소금, 통깨를 넣고 양념을 한다.', '6. 밥에 참기름, 통깨, 소금을 넣어 양념한 후 4의 재료를 섞어 주먹밥을 만든다.']","['쌀', '취나물', '고사리', '빨강파프리카', '노랑파프리카', '참기름', '다진 마늘', '소금', '통깨']","['70', '20', '20', '5', '5', '3', '1', '07', '05']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
달래두부김치무침,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102129_1416273689039.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/698-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/698-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/698-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/698-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/698-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/698-6.jpg']","['1. 두부는 5cm× 1.5cm× 1cm 크기로 썬다.', '2. 썰어논 두부는 기름을 두르지 않고 팬에 노릇노릇 굽는다 .', '3. 달래는 2cm 가량의 크기로 썬다 .', '4. 배추김치는 물기를 적당히 짜고 2cm 가량으로 가늘게 채썬다 .', '5. 홍피망은 2cm 가량으로 가늘게 채썰고 3, 4와 파, 마늘, 설탕, 참기름, 통깨, 고춧가루, 소금을 넣고 조물조물 무친다.', '6. 두부위에 5의 김치달래무침을 곁들인다.']","['두부', '달래', '배추김치', '홍피망', '다진 파', '다진 마늘', '설탕', '참기름', '통깨', '고춧가루', '소금']","['40', '10', '20', '2', '25', '25', '1', '1', '05', '05', '02']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
달래두부김치무침,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102129_1416273689039.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/698-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/698-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/698-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/698-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/698-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/698-6.jpg']","['1. 두부는 5cm× 1.5cm× 1cm 크기로 썬다.', '2. 썰어논 두부는 기름을 두르지 않고 팬에 노릇노릇 굽는다 .', '3. 달래는 2cm 가량의 크기로 썬다 .', '4. 배추김치는 물기를 적당히 짜고 2cm 가량으로 가늘게 채썬다 .', '5. 홍피망은 2cm 가량으로 가늘게 채썰고 3, 4와 파, 마늘, 설탕, 참기름, 통깨, 고춧가루, 소금을 넣고 조물조물 무친다.', '6. 두부위에 5의 김치달래무침을 곁들인다.']","['두부', '달래', '배추김치', '홍피망', '다진 파', '다진 마늘', '설탕', '참기름', '통깨', '고춧가루', '소금']","['40', '10', '20', '2', '25', '25', '1', '1', '05', '05', '02']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
딸기소스닭가슴살채소무침,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102130_1416273690444.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/699-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/699-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/699-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/699-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/699-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/699-6.jpg']","['1. 닭가슴살을 삶는 뜨거운 물에 데친다.', '2. 닭가슴살 데친물에 브로콜리도 살짝 데친다.', '3. 닭가슴살은 고기결을 따라 잘게 찢는다.', '4. 양상추는 손으로 잘게 찢고 적채, 파프리카는 2cm가량으로 채 썰고 방울토마토는 반으로 자른다.', '5. 딸기를 강판에 갈아 호상요구르트와 호두, 소금을 넣어 드레싱을 만든다.', '6. 2, 3의 재료를 접시에 담아 딸기드레싱과 곁들인다.']","['닭가슴살', '방울토마토', '양상추', '브로콜리', '적채', '노랑 파프리카', '빨강 파프리카', '호상요구르트', '딸기', '호두', '소금']","['50', '20', '15', '10', '5', '3', '3', '50', '40', '2', '05']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
쑥호두달걀말이,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101930_1416273570778.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/700-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/700-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/700-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/700-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/700-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/700-6.jpg']","['1. 쑥을 잘게 썬다.', '2. 당근을 잘게 다진다.', '3. 호두를 칼로 부순다.', '4. 달걀을 그릇에 깨뜨려 넣고 소금을 넣어 섞은 후 1,2,3의 재료를 섞는다 .', '5. 달군 팬에 기름을 두르고 달걀물을 부어 반숙이 되면 말아서 두툼하게 만든 뒤 약한 불에서 아래, 위, 양옆으로 뒤집어가며 속까지 익힌다 .', '6. 한입 크기로 썰어 그릇에 담는다.']","['달걀', '쑥', '당근', '호두', '현미유', '소금']","['50', '3', '3', '2', '1', '03']","['g', 'g', 'g', 'g', 'g', 'g']"
시래기리조또,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101931_1416273571933.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/701-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/701-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/701-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/701-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/701-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/701-6.jpg']","['1. 무청을 찬물에 담궈 잡냄새를 제거한다.', '2. 무청의 물기를 짠다.', '3.  물기를 뺀 무청은 적당한 크기로 송송 썰어준다.', '4. 무청에 된장, 다진 마늘, 생강즙을 넣어 조물조물 무친다.', '5. 팬에 포도씨유를 두르고 양념한 무청을 넣고 볶는다.', '6. 밥을 넣고 함께 볶다가 생크림과 버터를 넣고 맛이 어우러지도록 잠시 더 볶아 완성한다.']","['무청시래기 불린 것', '밥', '된장', '다진 마늘', '생강즙', '생크림', '버터']","['50', '180', '18', '25', '125', '30', '3']","['g', 'g', 'g', 'g', 'g', 'g', 'g']"
생과일과가자미까나페,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101933_1416273573588.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/703-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/703-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/703-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/703-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/703-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/703-6.jpg']","['1. 가자미를 찜통에 찐다 .', '2. 양파를 곱게 다진다.', '3. 가자미살을 발라내고 양파 다진 것과 마요네즈와 섞는다.', '4. 딸기와 참다래는 먹기 좋은 크기로 자른다.', '5. 식빵은 동그란 틀로 찍는다.', '6. 식빵위에 2의 재료를 바르고 크래커를 올린 뒤 2의 재료를 다시 바르고 참다래를, 딸기를 올린다.']","['식빵', '딸기', '참다래', '가자미살', '크래커', '마요네즈', '양파']","['40', '30', '30', '20', '15', '9', '10']","['g', 'g', 'g', 'g', 'g', 'g', 'g']"
꽃게살국,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101934_1416273574399.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/704-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/704-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/704-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/704-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/704-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/704-6.jpg']","['1. 꽃게는 손질하여 먹기 좋은 크기로 자른다.', '2. 물 1컵에 건다시마와 꽃게를 넣고 끓여 육수 ⅔컵을 만든다.', '3. 양배추와 토마토는 씻어 1cm×1cm 크기로 썬다.', '4. 파는 씻어 어슷썰기 한다.', '5. 육수 낸 꽃게는 건져 살을 발라낸다.', '6. 육수에 된장을 풀고 양배추와 토마토를 넣고 한소끔 끓인 후 발라놓은 꽃게 살과 파, 다진 마늘을 넣어 완성한다.']","['꽃게', '꽃게살', '양배추', '토마토', '된장', '파', '건다시마', '다진 마늘', '물']","['70', '30', '20', '20', '6', '5', '3', '25', '200']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
새우두부만두,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101937_1416273577460.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/706-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/706-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/706-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/706-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/706-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/706-6.jpg']","['1. 칼등으로 두부를 으깨 면보에 싸서 물기를 짜낸다.', '2. 새우, 부추, 표고버섯은 잘게 다진다.', '3. 두부에 다진 새우, 부추, 표고버섯, 소금, 후추를 넣어 소를 만든다.', '4. 만두피에 소를 10g씩을 올리고 새우 꼬리를 밖으로 나오게 넣고 오므린다.', '5. 찜기에 젖은 면보를 깔고 만두를 넣어 7분 간 찐다.', '6.  양념장과 함께 곁들여 낸다.']","['칵테일 새우', '두부', '부추', '소금', '후추', '만두피', '간장', '식초', '물', '고춧가루']","['50', '80', '10', '1', '025', '75', '15', '075', '5', '04']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
마감자전,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101939_1416273579568.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/708-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/708-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/708-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/708-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/708-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/708-6.jpg']","['1. 양파와 파는 씻어 곱게 다진다.', '2. 감자와 마는 껍질을 벗긴 후 씻는다.', '3. 2를 강판에 간다.', '4. 1과 3을 섞은 후 찹쌀가루를 넣어 반죽한다.', '5. 현미유를 두른 팬에 반죽을 떠서 지름 8cm 크기로 동그랗게 부친다.', '6. 간장, 파, 식초, 통깨를 넣고 간장양념장을 만들어 곁들인다.']","['감자', '마', '찹쌀가루', '양파', '현미유', '간장', '파', '식초', '통깨']","['40', '40', '15', '5', '5', '3', '2', '2', '05']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
배추토란국,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101941_1416273581628.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/709-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/709-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/709-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/709-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/709-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/709-6.jpg']","['1. 토란은 감자칼로 껍질을 벗겨 3~4 등분한다.', '2. 소고기와 배추는 5mm 너비로 썰고 대파는 어슷 썬다.', '3. 토란을 연한 소금물(물 1컵 + 소금 1g)에 담근다.', '4. 참기름에 소고기와 다진 마늘을 볶다가 향이 우러나면 고춧가루를 넣고 잠시 더 볶는다.', '5. 볶은 고기에 물을 붓고 된장을 풀어 넣는다.', '6. 국물이 끓으면 배추, 토란, 대파를 넣고 한소끔 끓인다.']","['토란', '쇠고기 양지', '배추', '대파', '다진 마늘', '고춧가루', '된장', '물', '참기름']","['50', '15', '10', '25', '125', '17', '9', '180', '1']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
갈치고추장구이,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101943_1416273583596.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/711-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/711-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/711-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/711-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/711-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/711-6.jpg']","['1. 갈치는 비늘을 벗기고 손질한 후 토막내어 3~4회 칼집을 넣는다.', '2. 파는 다진다.', '3. 고추장, 양파, 파, 다진 마늘, 간장, 매실액, 고춧가루, 다진 생강, 후춧가루를 섞어 양념장을 만든다.', '4. 팬에 현미유를 두르고 갈치를 앞뒤로 애벌구이 한다.', '5. 애벌구이된 갈치 위에 고추장양념을 발라 구운다.', '6. 통깨를 뿌려 마무리한다.']","['갈치', '현미유', '고추장', '양파', '파', '다진 마늘', '간장', '매실액', '고춧가루', '다진 생강', '통깨', '후춧가루']","['50', '4', '5', '5', '3', '2', '2', '2', '1', '05', '01', '03']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
단호박푸딩,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101945_1416273585547.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/712-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/712-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/712-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/712-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/712-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/712-6.jpg']","['1. 단호박을 깨끗이 씻는다.', '2. 단호박은 익기 쉽도록 토막 내어 찐다.', '3. 찐 단호박은 뜨거울 때 으깬다.', '4. 2의 재료에 우유, 달걀노른자, 꿀을 넣어 잘 섞는다.', '5. 김이 오른 찜통에 넣고 10~15분간 찐다.', '6. 냉장고에 넣어 식힌후 차갑게 먹는다.']","['단호박', '우유', '달걀노른자', '꿀']","['70', '80', '20', '25']","['g', 'g', 'g', 'g']"
고등어된장구이,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101946_1416273586905.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/713-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/713-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/713-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/713-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/713-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/713-6.jpg']","['1. 고등어의 내장을 제거한다.', '2. 내장을 제거한 고등어를 길이로 반을 갈라 각각 2등분 한다.', '3. 양념장 재료를 모두 섞어 양념장을 만든다.', '4. 고등어에 양념장을 발라 30분 이상 재운다.', '5. 고등어의 양념장을 가볍게 긁어낸다.', '6.  팬에 기름을 두르고 양파 속껍질과 얇게 썬 양파 위에 고등어를 올려 굽는다.']","['고등어', '콩기름', '양파 껍질', '양파', '일식된장 미소', '마요네즈', '식초', '맛술', '생강즙', '다시마 국물']","['50', '2', '2', '5', '3', '2', '03', '375', '125', '375']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
낙지브로콜리볶음,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101951_1416273591573.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/715-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/715-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/715-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/715-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/715-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/715-6.jpg']","['1. 낙지는 밀가루를 넣고 주물러 씻는다.', '2. 씻은 낙지를 5cm 길이로 썬다', '3. 마늘은 편으로, 양파는 사방 3cm, 브로콜리는 한입 크기로 썬다.', '4. 팬에 올리브유를 넣고 마늘을 볶아 향을 낸다.', '5. 양파와 방울토마토를 넣고 약한 불에서 토마토가 물러질 때까지 천천히 익힌다.', '6. 브로콜리와 낙지를 넣고 볶은 뒤 소금으로 간하고 접시에 담아낸다.']","['낙지', '브로콜리', '방울토마토', '밀가루', '양파', '마늘', '올리브유', '소금']","['70', '30', '60', '5', '25', '2', '3', '05']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
